"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11846","tc12_verifyProductImagesCarousel","Flipkart Regression Suite","Thu Jan 01 03:10:24 GMT 2026","passed","Thu Jan 01 03:10:36 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc12_verifyProductImagesCarousel"
"","17750","tc04_verifyProductCategoryNavigation","Flipkart Regression Suite","Thu Jan 01 03:09:19 GMT 2026","passed","Thu Jan 01 03:09:37 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc04_verifyProductCategoryNavigation"
"","18544","tc01_validLogin","Flipkart Regression Suite","Thu Jan 01 03:08:50 GMT 2026","passed","Thu Jan 01 03:09:09 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc01_validLogin"
"","12351","tc07_verifySearchFilters","Flipkart Regression Suite","Thu Jan 01 03:09:46 GMT 2026","passed","Thu Jan 01 03:09:58 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc07_verifySearchFilters"
"","6191","tc02_inValidLogin","Flipkart Regression Suite","Thu Jan 01 03:09:09 GMT 2026","passed","Thu Jan 01 03:09:15 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc02_inValidLogin"
"","8141","tc08_verifyProductCardsOnPLP","Flipkart Regression Suite","Thu Jan 01 03:09:58 GMT 2026","passed","Thu Jan 01 03:10:07 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc08_verifyProductCardsOnPLP"
"","3605","tc03_verifyTopNavigationMenus","Flipkart Regression Suite","Thu Jan 01 03:09:15 GMT 2026","passed","Thu Jan 01 03:09:19 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc03_verifyTopNavigationMenus"
"","4679","tc06_verifySearchBarSmartSuggestions","Flipkart Regression Suite","Thu Jan 01 03:09:41 GMT 2026","passed","Thu Jan 01 03:09:46 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc06_verifySearchBarSmartSuggestions"
"","22496","tc14_addToCartFromPDPTest","Flipkart Regression Suite","Thu Jan 01 03:10:48 GMT 2026","failed","Thu Jan 01 03:11:10 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc14_addToCartFromPDPTest"
"","5362","tc09_verifySortByPriceLowToHigh","Flipkart Regression Suite","Thu Jan 01 03:10:07 GMT 2026","passed","Thu Jan 01 03:10:12 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc09_verifySortByPriceLowToHigh"
"","6385","tc11_verifyOutOfStockItemsOnPLP","Flipkart Regression Suite","Thu Jan 01 03:10:18 GMT 2026","passed","Thu Jan 01 03:10:24 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc11_verifyOutOfStockItemsOnPLP"
"","22579","tc15_buyNowTest","Flipkart Regression Suite","Thu Jan 01 03:11:10 GMT 2026","failed","Thu Jan 01 03:11:33 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc15_buyNowTest"
"","11652","tc13_verifyProductSpecs","Flipkart Regression Suite","Thu Jan 01 03:10:36 GMT 2026","passed","Thu Jan 01 03:10:48 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc13_verifyProductSpecs"
"","5512","tc10_verifyPaginationNextPageLoadsCorrectly","Flipkart Regression Suite","Thu Jan 01 03:10:12 GMT 2026","passed","Thu Jan 01 03:10:18 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc10_verifyPaginationNextPageLoadsCorrectly"
"","4514","tc05_verifySearchBarValid","Flipkart Regression Suite","Thu Jan 01 03:09:37 GMT 2026","passed","Thu Jan 01 03:09:41 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc05_verifySearchBarValid"
