"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23317","tc13_verifyProductSpecs","Flipkart Regression Suite","Thu Sep 03 05:36:32 GMT 2026","failed","Thu Sep 03 05:36:56 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc13_verifyProductSpecs"
"","5258","tc11_verifyOutOfStockItemsOnPLP","Flipkart Regression Suite","Thu Sep 03 05:36:04 GMT 2026","failed","Thu Sep 03 05:36:09 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc11_verifyOutOfStockItemsOnPLP"
"","27325","tc01_validLogin","Flipkart Regression Suite","Thu Sep 03 05:33:01 GMT 2026","failed","Thu Sep 03 05:33:28 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc01_validLogin"
"","5752","tc10_verifyPaginationNextPageLoadsCorrectly","Flipkart Regression Suite","Thu Sep 03 05:35:58 GMT 2026","passed","Thu Sep 03 05:36:04 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc10_verifyPaginationNextPageLoadsCorrectly"
"","19081","tc05_verifySearchBarValid","Flipkart Regression Suite","Thu Sep 03 05:34:54 GMT 2026","failed","Thu Sep 03 05:35:13 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc05_verifySearchBarValid"
"","19085","tc15_buyNowTest","Flipkart Regression Suite","Thu Sep 03 05:37:19 GMT 2026","failed","Thu Sep 03 05:37:38 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc15_buyNowTest"
"","18357","tc02_inValidLogin","Flipkart Regression Suite","Thu Sep 03 05:33:29 GMT 2026","failed","Thu Sep 03 05:33:47 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc02_inValidLogin"
"","18829","tc06_verifySearchBarSmartSuggestions","Flipkart Regression Suite","Thu Sep 03 05:35:13 GMT 2026","failed","Thu Sep 03 05:35:32 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc06_verifySearchBarSmartSuggestions"
"","23071","tc12_verifyProductImagesCarousel","Flipkart Regression Suite","Thu Sep 03 05:36:09 GMT 2026","failed","Thu Sep 03 05:36:32 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc12_verifyProductImagesCarousel"
"","23675","tc14_addToCartFromPDPTest","Flipkart Regression Suite","Thu Sep 03 05:36:56 GMT 2026","failed","Thu Sep 03 05:37:19 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc14_addToCartFromPDPTest"
"","8122","tc08_verifyProductCardsOnPLP","Flipkart Regression Suite","Thu Sep 03 05:35:44 GMT 2026","passed","Thu Sep 03 05:35:52 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc08_verifyProductCardsOnPLP"
"","33092","tc04_verifyProductCategoryNavigation","Flipkart Regression Suite","Thu Sep 03 05:34:20 GMT 2026","failed","Thu Sep 03 05:34:53 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc04_verifyProductCategoryNavigation"
"","33191","tc03_verifyTopNavigationMenus","Flipkart Regression Suite","Thu Sep 03 05:33:47 GMT 2026","failed","Thu Sep 03 05:34:20 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc03_verifyTopNavigationMenus"
"","5228","tc09_verifySortByPriceLowToHigh","Flipkart Regression Suite","Thu Sep 03 05:35:53 GMT 2026","failed","Thu Sep 03 05:35:58 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc09_verifySortByPriceLowToHigh"
"","12670","tc07_verifySearchFilters","Flipkart Regression Suite","Thu Sep 03 05:35:32 GMT 2026","passed","Thu Sep 03 05:35:44 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc07_verifySearchFilters"
