"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13316","tc07_verifySearchFilters","Flipkart Regression Suite","Sat Jun 13 05:33:01 GMT 2026","passed","Sat Jun 13 05:33:14 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc07_verifySearchFilters"
"","27521","tc01_validLogin","Flipkart Regression Suite","Sat Jun 13 05:22:31 GMT 2026","failed","Sat Jun 13 05:22:58 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc01_validLogin"
"","120378","tc04_verifyProductCategoryNavigation","Flipkart Regression Suite","Sat Jun 13 05:26:59 GMT 2026","broken","Sat Jun 13 05:29:00 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc04_verifyProductCategoryNavigation"
"","8277","tc08_verifyProductCardsOnPLP","Flipkart Regression Suite","Sat Jun 13 05:33:14 GMT 2026","passed","Sat Jun 13 05:33:22 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc08_verifyProductCardsOnPLP"
"","120381","tc03_verifyTopNavigationMenus","Flipkart Regression Suite","Sat Jun 13 05:24:59 GMT 2026","broken","Sat Jun 13 05:26:59 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc03_verifyTopNavigationMenus"
"","120360","tc10_verifyPaginationNextPageLoadsCorrectly","Flipkart Regression Suite","Sat Jun 13 05:35:23 GMT 2026","broken","Sat Jun 13 05:37:23 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc10_verifyPaginationNextPageLoadsCorrectly"
"","120374","tc09_verifySortByPriceLowToHigh","Flipkart Regression Suite","Sat Jun 13 05:33:22 GMT 2026","broken","Sat Jun 13 05:35:23 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc09_verifySortByPriceLowToHigh"
"","5531","tc11_verifyOutOfStockItemsOnPLP","Flipkart Regression Suite","Sat Jun 13 05:37:23 GMT 2026","passed","Sat Jun 13 05:37:29 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc11_verifyOutOfStockItemsOnPLP"
"","120414","tc02_inValidLogin","Flipkart Regression Suite","Sat Jun 13 05:22:58 GMT 2026","broken","Sat Jun 13 05:24:59 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc02_inValidLogin"
"","120353","tc13_verifyProductSpecs","Flipkart Regression Suite","Sat Jun 13 05:37:51 GMT 2026","broken","Sat Jun 13 05:39:51 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc13_verifyProductSpecs"
"","120363","tc14_addToCartFromPDPTest","Flipkart Regression Suite","Sat Jun 13 05:39:51 GMT 2026","broken","Sat Jun 13 05:41:52 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc14_addToCartFromPDPTest"
"","21928","tc12_verifyProductImagesCarousel","Flipkart Regression Suite","Sat Jun 13 05:37:29 GMT 2026","failed","Sat Jun 13 05:37:51 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc12_verifyProductImagesCarousel"
"","120391","tc06_verifySearchBarSmartSuggestions","Flipkart Regression Suite","Sat Jun 13 05:31:00 GMT 2026","broken","Sat Jun 13 05:33:01 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc06_verifySearchBarSmartSuggestions"
"","120406","tc05_verifySearchBarValid","Flipkart Regression Suite","Sat Jun 13 05:29:00 GMT 2026","broken","Sat Jun 13 05:31:00 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc05_verifySearchBarValid"
"","21245","tc15_buyNowTest","Flipkart Regression Suite","Sat Jun 13 05:41:52 GMT 2026","failed","Sat Jun 13 05:42:13 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc15_buyNowTest"
