"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23308","tc12_verifyProductImagesCarousel","Flipkart Regression Suite","Sat May 16 04:33:02 GMT 2026","failed","Sat May 16 04:33:25 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc12_verifyProductImagesCarousel"
"","23824","tc14_addToCartFromPDPTest","Flipkart Regression Suite","Sat May 16 04:33:49 GMT 2026","failed","Sat May 16 04:34:13 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc14_addToCartFromPDPTest"
"","5543","tc10_verifyPaginationNextPageLoadsCorrectly","Flipkart Regression Suite","Sat May 16 04:32:49 GMT 2026","passed","Sat May 16 04:32:55 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc10_verifyPaginationNextPageLoadsCorrectly"
"","4982","tc09_verifySortByPriceLowToHigh","Flipkart Regression Suite","Sat May 16 04:32:44 GMT 2026","passed","Sat May 16 04:32:49 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc09_verifySortByPriceLowToHigh"
"","14123","tc07_verifySearchFilters","Flipkart Regression Suite","Sat May 16 04:32:22 GMT 2026","passed","Sat May 16 04:32:36 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc07_verifySearchFilters"
"","33344","tc04_verifyProductCategoryNavigation","Flipkart Regression Suite","Sat May 16 04:31:37 GMT 2026","failed","Sat May 16 04:32:11 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc04_verifyProductCategoryNavigation"
"","18682","tc02_inValidLogin","Flipkart Regression Suite","Sat May 16 04:30:45 GMT 2026","failed","Sat May 16 04:31:04 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc02_inValidLogin"
"","6104","tc05_verifySearchBarValid","Flipkart Regression Suite","Sat May 16 04:32:11 GMT 2026","passed","Sat May 16 04:32:17 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc05_verifySearchBarValid"
"","23851","tc13_verifyProductSpecs","Flipkart Regression Suite","Sat May 16 04:33:25 GMT 2026","failed","Sat May 16 04:33:49 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc13_verifyProductSpecs"
"","34853","tc01_validLogin","Flipkart Regression Suite","Sat May 16 04:30:10 GMT 2026","failed","Sat May 16 04:30:45 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc01_validLogin"
"","8087","tc08_verifyProductCardsOnPLP","Flipkart Regression Suite","Sat May 16 04:32:36 GMT 2026","passed","Sat May 16 04:32:44 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc08_verifyProductCardsOnPLP"
"","6634","tc11_verifyOutOfStockItemsOnPLP","Flipkart Regression Suite","Sat May 16 04:32:55 GMT 2026","failed","Sat May 16 04:33:02 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc11_verifyOutOfStockItemsOnPLP"
"","5002","tc06_verifySearchBarSmartSuggestions","Flipkart Regression Suite","Sat May 16 04:32:17 GMT 2026","passed","Sat May 16 04:32:22 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc06_verifySearchBarSmartSuggestions"
"","23871","tc15_buyNowTest","Flipkart Regression Suite","Sat May 16 04:34:13 GMT 2026","failed","Sat May 16 04:34:37 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc15_buyNowTest"
"","33116","tc03_verifyTopNavigationMenus","Flipkart Regression Suite","Sat May 16 04:31:04 GMT 2026","failed","Sat May 16 04:31:37 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc03_verifyTopNavigationMenus"
