"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7897","tc08_verifyProductCardsOnPLP","Flipkart Regression Suite","Mon Jan 12 03:08:57 GMT 2026","passed","Mon Jan 12 03:09:05 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc08_verifyProductCardsOnPLP"
"","4644","tc05_verifySearchBarValid","Flipkart Regression Suite","Mon Jan 12 03:08:35 GMT 2026","passed","Mon Jan 12 03:08:40 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc05_verifySearchBarValid"
"","6002","tc02_inValidLogin","Flipkart Regression Suite","Mon Jan 12 03:08:08 GMT 2026","passed","Mon Jan 12 03:08:14 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc02_inValidLogin"
"","6315","tc11_verifyOutOfStockItemsOnPLP","Flipkart Regression Suite","Mon Jan 12 03:09:16 GMT 2026","passed","Mon Jan 12 03:09:22 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc11_verifyOutOfStockItemsOnPLP"
"","4732","tc06_verifySearchBarSmartSuggestions","Flipkart Regression Suite","Mon Jan 12 03:08:40 GMT 2026","passed","Mon Jan 12 03:08:44 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc06_verifySearchBarSmartSuggestions"
"","7828","tc15_buyNowTest","Flipkart Regression Suite","Mon Jan 12 03:10:10 GMT 2026","passed","Mon Jan 12 03:10:18 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc15_buyNowTest"
"","12554","tc07_verifySearchFilters","Flipkart Regression Suite","Mon Jan 12 03:08:44 GMT 2026","passed","Mon Jan 12 03:08:57 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc07_verifySearchFilters"
"","5289","tc10_verifyPaginationNextPageLoadsCorrectly","Flipkart Regression Suite","Mon Jan 12 03:09:10 GMT 2026","passed","Mon Jan 12 03:09:15 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc10_verifyPaginationNextPageLoadsCorrectly"
"","10185","tc14_addToCartFromPDPTest","Flipkart Regression Suite","Mon Jan 12 03:10:00 GMT 2026","passed","Mon Jan 12 03:10:10 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc14_addToCartFromPDPTest"
"","25948","tc13_verifyProductSpecs","Flipkart Regression Suite","Mon Jan 12 03:09:34 GMT 2026","failed","Mon Jan 12 03:10:00 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc13_verifyProductSpecs"
"","3136","tc03_verifyTopNavigationMenus","Flipkart Regression Suite","Mon Jan 12 03:08:14 GMT 2026","passed","Mon Jan 12 03:08:17 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc03_verifyTopNavigationMenus"
"","11678","tc12_verifyProductImagesCarousel","Flipkart Regression Suite","Mon Jan 12 03:09:22 GMT 2026","passed","Mon Jan 12 03:09:34 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc12_verifyProductImagesCarousel"
"","5072","tc09_verifySortByPriceLowToHigh","Flipkart Regression Suite","Mon Jan 12 03:09:05 GMT 2026","passed","Mon Jan 12 03:09:10 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc09_verifySortByPriceLowToHigh"
"","17637","tc04_verifyProductCategoryNavigation","Flipkart Regression Suite","Mon Jan 12 03:08:17 GMT 2026","passed","Mon Jan 12 03:08:35 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc04_verifyProductCategoryNavigation"
"","42792","tc01_validLogin","Flipkart Regression Suite","Mon Jan 12 03:07:25 GMT 2026","passed","Mon Jan 12 03:08:08 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc01_validLogin"
