"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11664","tc12_verifyProductImagesCarousel","Flipkart Regression Suite","Wed Jan 14 03:07:16 GMT 2026","passed","Wed Jan 14 03:07:27 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc12_verifyProductImagesCarousel"
"","7496","tc08_verifyProductCardsOnPLP","Flipkart Regression Suite","Wed Jan 14 03:06:52 GMT 2026","passed","Wed Jan 14 03:06:59 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc08_verifyProductCardsOnPLP"
"","7890","tc15_buyNowTest","Flipkart Regression Suite","Wed Jan 14 03:07:48 GMT 2026","passed","Wed Jan 14 03:07:56 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc15_buyNowTest"
"","10837","tc13_verifyProductSpecs","Flipkart Regression Suite","Wed Jan 14 03:07:27 GMT 2026","passed","Wed Jan 14 03:07:38 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc13_verifyProductSpecs"
"","13787","tc01_validLogin","Flipkart Regression Suite","Wed Jan 14 03:05:40 GMT 2026","passed","Wed Jan 14 03:05:54 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc01_validLogin"
"","5988","tc02_inValidLogin","Flipkart Regression Suite","Wed Jan 14 03:05:54 GMT 2026","passed","Wed Jan 14 03:06:00 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc02_inValidLogin"
"","6110","tc11_verifyOutOfStockItemsOnPLP","Flipkart Regression Suite","Wed Jan 14 03:07:09 GMT 2026","passed","Wed Jan 14 03:07:15 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc11_verifyOutOfStockItemsOnPLP"
"","4846","tc06_verifySearchBarSmartSuggestions","Flipkart Regression Suite","Wed Jan 14 03:06:26 GMT 2026","passed","Wed Jan 14 03:06:31 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc06_verifySearchBarSmartSuggestions"
"","17845","tc04_verifyProductCategoryNavigation","Flipkart Regression Suite","Wed Jan 14 03:06:04 GMT 2026","passed","Wed Jan 14 03:06:22 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc04_verifyProductCategoryNavigation"
"","20661","tc07_verifySearchFilters","Flipkart Regression Suite","Wed Jan 14 03:06:31 GMT 2026","failed","Wed Jan 14 03:06:52 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc07_verifySearchFilters"
"","4239","tc05_verifySearchBarValid","Flipkart Regression Suite","Wed Jan 14 03:06:22 GMT 2026","passed","Wed Jan 14 03:06:26 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc05_verifySearchBarValid"
"","3559","tc03_verifyTopNavigationMenus","Flipkart Regression Suite","Wed Jan 14 03:06:00 GMT 2026","passed","Wed Jan 14 03:06:04 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc03_verifyTopNavigationMenus"
"","5268","tc10_verifyPaginationNextPageLoadsCorrectly","Flipkart Regression Suite","Wed Jan 14 03:07:04 GMT 2026","passed","Wed Jan 14 03:07:09 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc10_verifyPaginationNextPageLoadsCorrectly"
"","4577","tc09_verifySortByPriceLowToHigh","Flipkart Regression Suite","Wed Jan 14 03:06:59 GMT 2026","broken","Wed Jan 14 03:07:04 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc09_verifySortByPriceLowToHigh"
"","10197","tc14_addToCartFromPDPTest","Flipkart Regression Suite","Wed Jan 14 03:07:38 GMT 2026","passed","Wed Jan 14 03:07:48 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc14_addToCartFromPDPTest"
