"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32895","tc04_verifyProductCategoryNavigation","Flipkart Regression Suite","Sat Apr 04 03:36:15 GMT 2026","failed","Sat Apr 04 03:36:48 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc04_verifyProductCategoryNavigation"
"","5433","tc10_verifyPaginationNextPageLoadsCorrectly","Flipkart Regression Suite","Sat Apr 04 03:37:24 GMT 2026","passed","Sat Apr 04 03:37:29 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc10_verifyPaginationNextPageLoadsCorrectly"
"","31335","tc01_validLogin","Flipkart Regression Suite","Sat Apr 04 03:34:52 GMT 2026","failed","Sat Apr 04 03:35:23 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc01_validLogin"
"","6354","tc11_verifyOutOfStockItemsOnPLP","Flipkart Regression Suite","Sat Apr 04 03:37:30 GMT 2026","passed","Sat Apr 04 03:37:36 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc11_verifyOutOfStockItemsOnPLP"
"","4723","tc06_verifySearchBarSmartSuggestions","Flipkart Regression Suite","Sat Apr 04 03:36:53 GMT 2026","passed","Sat Apr 04 03:36:57 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc06_verifySearchBarSmartSuggestions"
"","22987","tc13_verifyProductSpecs","Flipkart Regression Suite","Sat Apr 04 03:37:59 GMT 2026","failed","Sat Apr 04 03:38:22 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc13_verifyProductSpecs"
"","32671","tc03_verifyTopNavigationMenus","Flipkart Regression Suite","Sat Apr 04 03:35:42 GMT 2026","failed","Sat Apr 04 03:36:15 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc03_verifyTopNavigationMenus"
"","22652","tc15_buyNowTest","Flipkart Regression Suite","Sat Apr 04 03:38:44 GMT 2026","failed","Sat Apr 04 03:39:07 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc15_buyNowTest"
"","7856","tc08_verifyProductCardsOnPLP","Flipkart Regression Suite","Sat Apr 04 03:37:11 GMT 2026","passed","Sat Apr 04 03:37:18 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc08_verifyProductCardsOnPLP"
"","18682","tc02_inValidLogin","Flipkart Regression Suite","Sat Apr 04 03:35:23 GMT 2026","failed","Sat Apr 04 03:35:42 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc02_inValidLogin"
"","22646","tc12_verifyProductImagesCarousel","Flipkart Regression Suite","Sat Apr 04 03:37:36 GMT 2026","failed","Sat Apr 04 03:37:59 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc12_verifyProductImagesCarousel"
"","5484","tc09_verifySortByPriceLowToHigh","Flipkart Regression Suite","Sat Apr 04 03:37:18 GMT 2026","passed","Sat Apr 04 03:37:24 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc09_verifySortByPriceLowToHigh"
"","22578","tc14_addToCartFromPDPTest","Flipkart Regression Suite","Sat Apr 04 03:38:22 GMT 2026","failed","Sat Apr 04 03:38:44 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc14_addToCartFromPDPTest"
"","4946","tc05_verifySearchBarValid","Flipkart Regression Suite","Sat Apr 04 03:36:48 GMT 2026","passed","Sat Apr 04 03:36:53 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc05_verifySearchBarValid"
"","12913","tc07_verifySearchFilters","Flipkart Regression Suite","Sat Apr 04 03:36:58 GMT 2026","passed","Sat Apr 04 03:37:10 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc07_verifySearchFilters"
