"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","120444","tc04_verifyProductCategoryNavigation","Flipkart Regression Suite","Fri Sep 18 05:45:02 GMT 2026","broken","Fri Sep 18 05:47:03 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc04_verifyProductCategoryNavigation"
"","120512","tc07_verifySearchFilters","Flipkart Regression Suite","Fri Sep 18 05:51:04 GMT 2026","broken","Fri Sep 18 05:53:05 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc07_verifySearchFilters"
"","120462","tc03_verifyTopNavigationMenus","Flipkart Regression Suite","Fri Sep 18 05:43:02 GMT 2026","broken","Fri Sep 18 05:45:02 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc03_verifyTopNavigationMenus"
"","120625","tc15_buyNowTest","Flipkart Regression Suite","Fri Sep 18 06:02:59 GMT 2026","broken","Fri Sep 18 06:05:00 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc15_buyNowTest"
"","148051","tc01_validLogin","Flipkart Regression Suite","Fri Sep 18 05:38:32 GMT 2026","broken","Fri Sep 18 05:41:00 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc01_validLogin"
"","120588","tc06_verifySearchBarSmartSuggestions","Flipkart Regression Suite","Fri Sep 18 05:49:03 GMT 2026","broken","Fri Sep 18 05:51:04 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc06_verifySearchBarSmartSuggestions"
"","120416","tc08_verifyProductCardsOnPLP","Flipkart Regression Suite","Fri Sep 18 05:53:05 GMT 2026","broken","Fri Sep 18 05:55:05 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc08_verifyProductCardsOnPLP"
"","18426","tc12_verifyProductImagesCarousel","Flipkart Regression Suite","Fri Sep 18 06:00:18 GMT 2026","failed","Fri Sep 18 06:00:36 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc12_verifyProductImagesCarousel"
"","120342","tc09_verifySortByPriceLowToHigh","Flipkart Regression Suite","Fri Sep 18 05:55:05 GMT 2026","broken","Fri Sep 18 05:57:06 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc09_verifySortByPriceLowToHigh"
"","120381","tc10_verifyPaginationNextPageLoadsCorrectly","Flipkart Regression Suite","Fri Sep 18 05:57:06 GMT 2026","broken","Fri Sep 18 05:59:06 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc10_verifyPaginationNextPageLoadsCorrectly"
"","120379","tc14_addToCartFromPDPTest","Flipkart Regression Suite","Fri Sep 18 06:00:59 GMT 2026","broken","Fri Sep 18 06:02:59 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc14_addToCartFromPDPTest"
"","120629","tc05_verifySearchBarValid","Flipkart Regression Suite","Fri Sep 18 05:47:03 GMT 2026","broken","Fri Sep 18 05:49:03 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc05_verifySearchBarValid"
"","120912","tc02_inValidLogin","Flipkart Regression Suite","Fri Sep 18 05:41:00 GMT 2026","broken","Fri Sep 18 05:43:01 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc02_inValidLogin"
"","71460","tc11_verifyOutOfStockItemsOnPLP","Flipkart Regression Suite","Fri Sep 18 05:59:06 GMT 2026","failed","Fri Sep 18 06:00:18 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc11_verifyOutOfStockItemsOnPLP"
"","21903","tc13_verifyProductSpecs","Flipkart Regression Suite","Fri Sep 18 06:00:36 GMT 2026","failed","Fri Sep 18 06:00:58 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc13_verifyProductSpecs"
