"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8145","tc08_verifyProductCardsOnPLP","Flipkart Regression Suite","Thu Feb 05 03:35:45 GMT 2026","passed","Thu Feb 05 03:35:53 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc08_verifyProductCardsOnPLP"
"","11103","tc13_verifyProductSpecs","Flipkart Regression Suite","Thu Feb 05 03:36:33 GMT 2026","passed","Thu Feb 05 03:36:44 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc13_verifyProductSpecs"
"","19936","tc01_validLogin","Flipkart Regression Suite","Thu Feb 05 03:34:05 GMT 2026","passed","Thu Feb 05 03:34:24 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc01_validLogin"
"","6207","tc11_verifyOutOfStockItemsOnPLP","Flipkart Regression Suite","Thu Feb 05 03:36:03 GMT 2026","passed","Thu Feb 05 03:36:09 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc11_verifyOutOfStockItemsOnPLP"
"","4441","tc05_verifySearchBarValid","Flipkart Regression Suite","Thu Feb 05 03:35:22 GMT 2026","passed","Thu Feb 05 03:35:26 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc05_verifySearchBarValid"
"","22566","tc14_addToCartFromPDPTest","Flipkart Regression Suite","Thu Feb 05 03:36:44 GMT 2026","failed","Thu Feb 05 03:37:06 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc14_addToCartFromPDPTest"
"","32950","tc03_verifyTopNavigationMenus","Flipkart Regression Suite","Thu Feb 05 03:34:31 GMT 2026","failed","Thu Feb 05 03:35:04 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc03_verifyTopNavigationMenus"
"","13652","tc07_verifySearchFilters","Flipkart Regression Suite","Thu Feb 05 03:35:31 GMT 2026","passed","Thu Feb 05 03:35:45 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc07_verifySearchFilters"
"","4423","tc06_verifySearchBarSmartSuggestions","Flipkart Regression Suite","Thu Feb 05 03:35:26 GMT 2026","passed","Thu Feb 05 03:35:31 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc06_verifySearchBarSmartSuggestions"
"","5299","tc10_verifyPaginationNextPageLoadsCorrectly","Flipkart Regression Suite","Thu Feb 05 03:35:58 GMT 2026","passed","Thu Feb 05 03:36:03 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc10_verifyPaginationNextPageLoadsCorrectly"
"","17737","tc04_verifyProductCategoryNavigation","Flipkart Regression Suite","Thu Feb 05 03:35:04 GMT 2026","passed","Thu Feb 05 03:35:22 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc04_verifyProductCategoryNavigation"
"","8738","tc15_buyNowTest","Flipkart Regression Suite","Thu Feb 05 03:37:07 GMT 2026","passed","Thu Feb 05 03:37:15 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc15_buyNowTest"
"","4895","tc09_verifySortByPriceLowToHigh","Flipkart Regression Suite","Thu Feb 05 03:35:53 GMT 2026","broken","Thu Feb 05 03:35:58 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc09_verifySortByPriceLowToHigh"
"","6022","tc02_inValidLogin","Flipkart Regression Suite","Thu Feb 05 03:34:25 GMT 2026","passed","Thu Feb 05 03:34:31 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc02_inValidLogin"
"","23065","tc12_verifyProductImagesCarousel","Flipkart Regression Suite","Thu Feb 05 03:36:10 GMT 2026","failed","Thu Feb 05 03:36:33 GMT 2026","tests.RegressionTest","Regression Tests","tests.RegressionTest","tc12_verifyProductImagesCarousel"
